;ID;Vakantiekenmerken;Perioden;Totaal;Auto;Touringcar;Vliegtuig;Overig vervoer;Niet georganiseerd
527;527;caravan;2004;60;12;0;2;0;45
528;528;caravan;2005;69;32;0;2;0;34
529;529;caravan;2006;59;19;0;2;0;36
530;530;caravan;2007;66;18;2;2;0;44
531;531;caravan;2008;60;20;0;0;0;36
532;532;caravan;2009;89;18;0;0;0;67
533;533;caravan;2010;74;34;0;0;4;35
534;534;caravan;2011;45;25;0;2;0;18
535;535;caravan;2012;75;0;0;0;0;0
536;536;caravan;2013;0;0;0;0;0;0
537;537;caravan;2014;0;0;0;0;0;0
538;538;caravan;2015;0;0;0;0;0;0
539;539;caravan;2016;0;0;0;0;0;0
540;540;caravan_2;2002;68;2;0;0;0;66
541;541;caravan_2;2003;49;4;0;0;0;45
542;542;caravan_2;2004;42;5;0;0;0;37
543;543;caravan_2;2005;38;5;0;0;0;33
544;544;caravan_2;2006;40;5;0;0;0;35
545;545;caravan_2;2007;71;3;0;0;0;67
546;546;caravan_2;2008;49;5;0;0;0;45
547;547;caravan_2;2009;56;8;0;0;0;48
548;548;caravan_2;2010;42;16;0;0;0;26
549;549;caravan_2;2011;74;7;2;0;0;65
550;550;caravan_2;2012;95;0;0;0;0;0
551;551;caravan_2;2013;0;0;0;0;0;0
552;552;caravan_2;2014;0;0;0;0;0;0
553;553;caravan_2;2015;0;0;0;0;0;0
554;554;caravan_2;2016;0;0;0;0;0;0
555;555;boot_2;2002;94;0;0;0;79;15
556;556;boot_2;2003;80;3;0;0;69;5
557;557;boot_2;2004;45;0;0;0;0;4
558;558;boot_2;2005;27;0;0;0;0;0
559;559;boot_2;2006;32;3;0;0;0;5
560;560;boot_2;2007;50;0;0;0;49;2
561;561;boot_2;2008;38;0;0;0;0;0
562;562;boot_2;2009;39;2;0;0;33;2
563;563;boot_2;2010;13;0;0;0;11;2
564;564;boot_2;2011;81;0;5;0;74;1
565;565;boot_2;2012;32;0;0;0;0;0
566;566;boot_2;2013;0;0;0;0;0;0
567;567;boot_2;2014;0;0;0;0;0;0
568;568;boot_2;2015;0;0;0;0;0;0
569;569;boot_2;2016;0;0;0;0;0;0
570;570;groepsaccommodatie;2002;84;15;0;8;6;46
571;571;groepsaccommodatie;2003;107;32;0;4;24;32
572;572;groepsaccommodatie;2004;88;22;0;8;0;36
573;573;groepsaccommodatie;2005;73;21;0;0;0;21
574;574;groepsaccommodatie;2006;55;11;0;5;0;20
575;575;groepsaccommodatie;2007;105;36;18;24;2;25
576;576;groepsaccommodatie;2008;66;21;0;14;0;18
577;577;groepsaccommodatie;2009;80;13;0;20;8;21
578;578;groepsaccommodatie;2010;62;12;8;11;9;22
579;579;groepsaccommodatie;2011;76;26;9;2;15;25
580;580;groepsaccommodatie;2012;62;0;0;0;0;0
581;581;groepsaccommodatie;2013;0;0;0;0;0;0
582;582;groepsaccommodatie;2014;0;0;0;0;0;0
583;583;groepsaccommodatie;2015;0;0;0;0;0;0
584;584;groepsaccommodatie;2016;0;0;0;0;0;0
585;585;overig;2002;52;5;0;0;17;30
586;586;overig;2003;34;3;0;2;8;14
587;587;overig;2004;51;8;0;2;0;30
588;588;overig;2005;46;6;0;0;0;11
589;589;overig;2006;45;3;0;9;0;17
590;590;overig;2007;27;0;14;0;8;5
591;591;overig;2008;26;1;0;0;0;10
592;592;overig;2009;21;4;0;0;5;10
593;593;overig;2010;19;2;5;0;6;5
594;594;overig;2011;14;4;2;0;2;7
595;595;overig;2012;41;0;0;0;0;0
596;596;overig;2013;0;0;0;0;0;0
597;597;overig;2014;0;0;0;0;0;0
598;598;overig;2015;0;0;0;0;0;0
599;599;overig;2016;0;0;0;0;0;0
