"ID";"Vakantiekenmerken";"Perioden";"Totaal_1";"Auto_2";"TreinAutoslaaptrein_3";"Touringcar_4";"Vliegtuig_5";"OverigeVervoermiddelen_6";"GeorganiseerdeReisPerAuto_7";"GeorganiseerdeReisPerTouringcar_8";"GeorganiseerdeReisPerVliegtuig_9";"GeorganiseerdeReisMetOverigVervoer_10";"NietGeorganiseerdeReizen_11"
"216";"124";"2008JJ00";"     115";"      50";"       8";"      11";"      45";"       1";"      12";"      11";"      23";"       9";"      60"
"217";"124";"2009JJ00";"     100";"      44";"       9";"       5";"      42";"       0";"      10";"       5";"      23";"       9";"      53"
"218";"124";"2010JJ00";"     131";"      59";"       9";"      25";"      36";"       2";"       6";"      25";"      32";"      11";"      56"
"219";"124";"2011JJ00";"     139";"      56";"       9";"      12";"      62";"       2";"      12";"      12";"      62";"      10";"      44"
"220";"124";"2012JJ00";"     134";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"221";"124";"2013JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"222";"124";"2014JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"223";"124";"2015JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"224";"124";"2016JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"225";"125";"2002JJ00";"     288";"     233";"       6";"      35";"      10";"       4";"      74";"      35";"      10";"      10";"     159"
"226";"125";"2003JJ00";"     295";"     226";"       0";"      58";"       2";"       8";"     106";"      58";"       2";"       8";"     120"
"227";"125";"2004JJ00";"     376";"     303";"       9";"      41";"      23";"       0";"     142";"      41";"      23";"       9";"     161"
"228";"125";"2005JJ00";"     371";"     306";"       7";"      47";"      12";"       0";"     150";"      47";"      12";"       7";"     156"
"229";"125";"2006JJ00";"     321";"     253";"       2";"      49";"      11";"       6";"     139";"      49";"      11";"       6";"     116"
"230";"125";"2007JJ00";"     313";"     233";"       4";"      44";"      30";"       2";"     127";"      44";"      30";"       4";"     108"
"231";"125";"2008JJ00";"     383";"     298";"       7";"      64";"      13";"       2";"     135";"      61";"      13";"       8";"     166"
"232";"125";"2009JJ00";"     285";"     209";"       9";"      39";"      24";"       4";"      75";"      39";"      24";"      13";"     134"
"233";"125";"2010JJ00";"     218";"     165";"       4";"      23";"      18";"       7";"      88";"      23";"      18";"      11";"      77"
"234";"125";"2011JJ00";"     180";"     124";"       3";"      22";"      32";"       0";"      69";"      22";"      32";"       3";"      55"
"235";"125";"2012JJ00";"     168";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"236";"125";"2013JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"237";"125";"2014JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"238";"125";"2015JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"239";"125";"2016JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"240";"126";"2002JJ00";"     613";"       0";"       0";"       0";"     610";"       3";"       0";"       0";"     610";"       0";"       3"
"241";"126";"2003JJ00";"     707";"       1";"       0";"       0";"     706";"       0";"       1";"       0";"     706";"       0";"       0"
"242";"126";"2004JJ00";"     819";"       9";"       0";"       0";"     811";"       0";"       9";"       0";"     811";"       0";"       0"
"243";"126";"2005JJ00";"     965";"      11";"       2";"       0";"     942";"      10";"       6";"       0";"     938";"       4";"      17"
"244";"126";"2006JJ00";"     634";"       1";"       0";"       0";"     625";"       8";"       0";"       0";"     611";"       4";"      19"
"245";"126";"2007JJ00";"     640";"       6";"       0";"       0";"     626";"       8";"       3";"       0";"     617";"       0";"      21"
"246";"126";"2008JJ00";"     759";"       9";"       0";"       0";"     750";"       0";"       0";"       0";"     739";"       0";"      20"
"247";"126";"2009JJ00";"     670";"       4";"       0";"       2";"     665";"       0";"       2";"       2";"     637";"       0";"      30"
"248";"126";"2010JJ00";"     800";"      13";"       0";"       0";"     782";"       5";"       2";"       0";"     738";"       5";"      56"
"249";"126";"2011JJ00";"     806";"       0";"       1";"       0";"     801";"       4";"       0";"       0";"     770";"       5";"      31"
"250";"126";"2012JJ00";"     791";"       9";"       0";"       0";"     775";"       6";"       6";"       0";"     745";"       0";"      40"
"251";"126";"2013JJ00";"     819";"      12";"       0";"       0";"     804";"       4";"       5";"       0";"     786";"       4";"      25"
"252";"126";"2014JJ00";"     761";"       0";"       0";"       2";"     755";"       5";"       0";"       2";"     755";"       5";"       0"
"253";"126";"2015JJ00";"     689";"       2";"       0";"       0";"     683";"       4";"       2";"       0";"     673";"       4";"      10"
"254";"126";"2016JJ00";"     483";"       7";"       0";"       0";"     472";"       3";"       7";"       0";"     468";"       0";"       7"
"255";"127";"2002JJ00";"      76";"       0";"       0";"       0";"      76";"       0";"       0";"       0";"      76";"       0";"       0"
"256";"127";"2003JJ00";"     134";"       0";"       0";"       0";"     134";"       0";"       0";"       0";"     134";"       0";"       0"
"257";"127";"2004JJ00";"     190";"       0";"       0";"       0";"     190";"       0";"       0";"       0";"     190";"       0";"       0"
"258";"127";"2005JJ00";"     211";"       0";"       0";"       0";"     207";"       4";"       0";"       0";"     207";"       4";"       0"
"259";"127";"2006JJ00";"     203";"       0";"       0";"       0";"     203";"       0";"       0";"       0";"     203";"       0";"       0"
"260";"127";"2007JJ00";"     198";"       0";"       0";"       0";"     198";"       0";"       0";"       0";"     198";"       0";"       0"
"261";"127";"2008JJ00";"     259";"       0";"       0";"       6";"     254";"       0";"       0";"       0";"     251";"       0";"       8"
"262";"127";"2009JJ00";"     215";"       4";"       0";"       0";"     212";"       0";"       4";"       0";"     212";"       0";"       0"
"263";"127";"2010JJ00";"     265";"       5";"       0";"       0";"     258";"       3";"       5";"       0";"     258";"       3";"       0"
"264";"127";"2011JJ00";"     209";"       0";"       0";"       0";"     206";"       3";"       0";"       0";"     206";"       3";"       0"
"265";"127";"2012JJ00";"     244";"       1";"       0";"       0";"     242";"       1";"       1";"       0";"     242";"       1";"       0"
"266";"127";"2013JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"267";"127";"2014JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"268";"127";"2015JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"269";"127";"2016JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"270";"128";"2002JJ00";"     138";"       0";"       0";"       0";"     136";"       2";"       0";"       0";"     136";"       2";"       0"
"271";"128";"2003JJ00";"     180";"       0";"       0";"       0";"     180";"       0";"       0";"       0";"     180";"       0";"       0"
"272";"128";"2004JJ00";"     196";"       0";"       1";"       0";"     195";"       0";"       0";"       0";"     195";"       1";"       0"
"273";"128";"2005JJ00";"     241";"       0";"       2";"       2";"     237";"       0";"       0";"       2";"     237";"       2";"       0"
"274";"128";"2006JJ00";"     240";"       0";"       1";"       2";"     237";"       0";"       0";"       2";"     237";"       1";"       0"
"275";"128";"2007JJ00";"     286";"       0";"       0";"       0";"     286";"       0";"       0";"       0";"     286";"       0";"       0"
"276";"128";"2008JJ00";"     278";"       0";"       6";"       0";"     263";"       8";"       0";"       0";"     260";"       6";"      12"
"277";"128";"2009JJ00";"     301";"       0";"       3";"       0";"     298";"       0";"       0";"       0";"     295";"       3";"       3"
"278";"128";"2010JJ00";"     379";"       2";"       0";"       0";"     370";"       6";"       2";"       0";"     370";"       0";"       6"
"279";"128";"2011JJ00";"     332";"       0";"       0";"       0";"     327";"       5";"       0";"       0";"     327";"       3";"       2"
"280";"128";"2012JJ00";"     303";"       0";"       0";"       0";"     303";"       0";"       0";"       0";"     299";"       0";"       5"
"281";"128";"2013JJ00";"     263";"       0";"       3";"       0";"     257";"       4";"       0";"       0";"     257";"       2";"       5"
"282";"128";"2014JJ00";"     296";"       2";"       1";"       2";"     289";"       1";"       2";"       2";"     289";"       3";"       0"
"283";"128";"2015JJ00";"     327";"       5";"       3";"       0";"     316";"       2";"       5";"       0";"     316";"       5";"       0"
"284";"128";"2016JJ00";"     328";"       0";"       0";"       0";"     328";"       0";"       0";"       0";"     328";"       0";"       0"
"285";"129";"2002JJ00";"     229";"      35";"       0";"       0";"     194";"       0";"       5";"       0";"     186";"       0";"      38"
"286";"129";"2003JJ00";"     236";"       8";"       2";"       0";"     227";"       0";"       4";"       0";"     216";"       2";"      14"
"287";"129";"2004JJ00";"     273";"       4";"       0";"       0";"     265";"       4";"       3";"       0";"     264";"       4";"       2"
"288";"129";"2005JJ00";"     287";"       7";"       2";"       0";"     276";"       2";"       2";"       0";"     276";"       4";"       5"
"289";"129";"2006JJ00";"     327";"      18";"       0";"       0";"     306";"       3";"      11";"       0";"     299";"       3";"      14"
"290";"129";"2007JJ00";"     309";"      14";"       0";"       3";"     292";"       0";"       9";"       3";"     283";"       0";"      14"
"291";"129";"2008JJ00";"     376";"      20";"       0";"       1";"     353";"       2";"      20";"       1";"     353";"       0";"       2"
"292";"129";"2009JJ00";"     400";"       9";"       0";"       0";"     390";"       1";"       7";"       0";"     390";"       1";"       2"
"293";"129";"2010JJ00";"     431";"      28";"       0";"       0";"     398";"       5";"      28";"       0";"     398";"       5";"       0"
"294";"129";"2011JJ00";"     370";"      16";"       0";"       0";"     354";"       0";"      16";"       0";"     353";"       0";"       0"
"295";"129";"2012JJ00";"     463";"      17";"       0";"       0";"     441";"       4";"      16";"       0";"     426";"       2";"      19"
"296";"129";"2013JJ00";"     386";"      12";"       0";"       0";"     374";"       0";"      12";"       0";"     361";"       0";"      13"
"297";"129";"2014JJ00";"     378";"      23";"       0";"       0";"     350";"       5";"      21";"       0";"     330";"       5";"      22"
"298";"129";"2015JJ00";"     386";"      22";"       0";"       0";"     357";"       7";"      22";"       0";"     340";"       5";"      19"
"299";"129";"2016JJ00";"     413";"      19";"       0";"       0";"     391";"       4";"      16";"       0";"     378";"       3";"      16"
"300";"130";"2002JJ00";"      73";"       0";"       0";"       0";"      69";"       4";"       0";"       0";"      69";"       4";"       0"
"301";"130";"2003JJ00";"     112";"       3";"       0";"       0";"     108";"       0";"       3";"       0";"     107";"       0";"       2"
"302";"130";"2004JJ00";"     147";"       4";"       0";"       0";"     143";"       0";"       0";"       0";"     142";"       0";"       6"
"303";"130";"2005JJ00";"     183";"       2";"       0";"       0";"     180";"       2";"       0";"       0";"     178";"       2";"       4"
"304";"130";"2006JJ00";"     217";"      16";"       4";"       0";"     197";"       1";"       3";"       0";"     197";"       5";"      13"
"305";"130";"2007JJ00";"     199";"       7";"       0";"       0";"     192";"       0";"       5";"       0";"     192";"       0";"       2"
"306";"130";"2008JJ00";"     157";"       2";"       2";"       0";"     153";"       0";"       2";"       0";"     151";"       2";"       2"
"307";"130";"2009JJ00";"     232";"       0";"       0";"       0";"     232";"       0";"       0";"       0";"     232";"       0";"       0"
"308";"130";"2010JJ00";"     174";"       4";"       0";"       0";"     166";"       3";"       4";"       0";"     163";"       3";"       3"
"309";"130";"2011JJ00";"      54";"       5";"       0";"       0";"      45";"       3";"       5";"       0";"      45";"       3";"       0"
"310";"130";"2012JJ00";"      82";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"311";"130";"2013JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"312";"130";"2014JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"313";"130";"2015JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"314";"130";"2016JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"315";"131";"2002JJ00";"     839";"     177";"       8";"      38";"     601";"      15";"      42";"      38";"     580";"      17";"     161"
"316";"131";"2003JJ00";"     905";"     191";"      11";"      51";"     642";"       9";"      53";"      51";"     633";"      15";"     153"
"317";"131";"2004JJ00";"    1042";"     173";"      11";"      53";"     773";"      32";"      56";"      53";"     773";"      40";"     120"
"318";"131";"2005JJ00";"    1193";"     252";"      19";"      78";"     827";"      17";"     102";"      78";"     827";"      32";"     154"
"319";"131";"2006JJ00";"    1174";"     182";"      16";"      62";"     893";"      22";"      61";"      62";"     884";"      26";"     142"
"320";"131";"2007JJ00";"    1205";"     176";"       9";"      54";"     936";"      30";"      89";"      54";"     913";"      26";"     124"
"321";"131";"2008JJ00";"    1463";"     225";"      13";"      83";"    1116";"      25";"      77";"      83";"    1093";"      29";"     180"
"322";"131";"2009JJ00";"    1213";"     220";"       7";"      52";"     896";"      38";"      90";"      52";"     877";"      44";"     150"
"323";"131";"2010JJ00";"    1326";"     216";"       8";"      56";"     988";"      59";"      83";"      56";"     966";"      34";"     187"
"324";"131";"2011JJ00";"    1486";"     188";"       5";"      54";"    1223";"      16";"      89";"      54";"    1204";"      18";"     122"
"325";"131";"2012JJ00";"    1390";"     241";"       4";"      43";"    1083";"      19";"      98";"      43";"    1076";"      23";"     150"
"326";"131";"2013JJ00";"    1397";"     249";"       8";"      41";"    1071";"      28";"     100";"      41";"    1068";"      32";"     155"
"327";"131";"2014JJ00";"    1498";"     213";"      15";"      57";"    1198";"      14";"     104";"      57";"    1191";"      26";"     119"
"328";"131";"2015JJ00";"    1533";"     208";"       6";"      73";"    1226";"      19";"     106";"      73";"    1222";"      22";"     110"
"329";"131";"2016JJ00";"    1385";"     225";"       3";"      33";"    1106";"      18";"     120";"      33";"    1085";"      12";"     136"
"330";" 40";"2002JJ00";"     600";"     523";"       0";"       0";"      55";"      21";"       .";"       .";"       .";"       .";"     600"
"331";" 40";"2003JJ00";"     466";"     406";"       7";"       0";"      38";"      14";"       0";"       0";"       5";"       2";"     458"
"332";" 40";"2004JJ00";"     435";"     401";"       0";"       0";"      32";"       2";"       0";"       0";"       1";"       0";"     434"
"333";" 40";"2005JJ00";"     454";"     387";"       7";"       0";"      44";"      15";"       0";"       0";"       0";"       0";"     454"
"334";" 40";"2006JJ00";"     562";"     486";"       5";"       0";"      49";"      22";"       2";"       0";"       0";"       0";"     560"
"335";" 40";"2007JJ00";"     601";"     507";"       0";"       0";"      63";"      31";"       1";"       0";"       3";"       0";"     596"
"336";" 40";"2008JJ00";"     696";"     577";"       6";"       0";"      93";"      20";"       0";"       0";"       0";"       0";"     696"
"337";" 40";"2009JJ00";"     825";"     689";"       0";"       0";"     116";"      20";"       0";"       0";"       6";"       0";"     819"
"338";" 40";"2010JJ00";"     786";"     639";"       8";"       0";"     131";"       9";"       0";"       0";"       0";"       0";"     786"
"339";" 40";"2011JJ00";"     757";"     661";"       6";"       0";"      70";"      20";"       0";"       0";"       5";"       0";"     751"
"340";" 40";"2012JJ00";"     802";"     687";"       6";"       0";"     100";"       8";"       0";"       0";"       2";"       0";"     800"
"341";" 40";"2013JJ00";"     816";"     671";"       5";"       0";"     125";"      15";"       0";"       0";"      11";"       0";"     805"
"342";" 40";"2014JJ00";"     763";"     584";"       0";"       0";"     153";"      26";"       0";"       0";"      23";"       0";"     740"
"343";" 40";"2015JJ00";"     705";"     564";"       9";"       0";"     128";"       5";"       3";"       0";"       3";"       5";"     695"
"344";" 40";"2016JJ00";"     804";"     628";"       5";"       0";"     154";"      17";"       0";"       0";"       4";"       0";"     800"
"345";" 42";"2002JJ00";"     432";"     372";"       0";"       0";"      49";"      11";"       .";"       .";"       .";"       .";"     432"
"346";" 42";"2003JJ00";"     325";"     268";"       7";"       0";"      38";"      12";"       0";"       0";"       5";"       2";"     318"
"347";" 42";"2004JJ00";"     304";"     272";"       0";"       0";"      32";"       0";"       0";"       0";"       1";"       0";"     303"
"348";" 42";"2005JJ00";"     302";"     244";"       7";"       0";"      40";"      11";"       0";"       0";"       0";"       0";"     302"
"349";" 42";"2006JJ00";"     393";"     337";"       2";"       0";"      47";"       6";"       0";"       0";"       0";"       0";"     393"
"350";" 42";"2007JJ00";"     471";"     391";"       0";"       0";"      63";"      17";"       0";"       0";"       3";"       0";"     468"
"351";" 42";"2008JJ00";"     528";"     427";"       2";"       0";"      89";"      10";"       0";"       0";"       0";"       0";"     528"
"352";" 42";"2009JJ00";"     618";"     500";"       0";"       0";"     116";"       2";"       0";"       0";"       6";"       0";"     612"
"353";" 42";"2010JJ00";"     614";"     481";"       0";"       0";"     129";"       5";"       0";"       0";"       0";"       0";"     614"
"354";" 42";"2011JJ00";"     588";"     507";"       1";"       0";"      66";"      14";"       0";"       0";"       5";"       0";"     583"
"355";" 42";"2012JJ00";"     650";"     534";"       6";"       0";"     100";"       8";"       0";"       0";"       2";"       0";"     647"
"356";" 42";"2013JJ00";"     626";"     507";"       5";"       0";"     113";"       0";"       0";"       0";"       0";"       0";"     615"
"357";" 42";"2014JJ00";"     570";"     410";"       0";"       0";"     151";"      10";"       0";"       0";"      23";"       0";"     547"
"358";" 42";"2015JJ00";"     514";"     385";"       5";"       0";"     121";"       2";"       0";"       0";"       3";"       5";"     506"
"359";" 42";"2016JJ00";"     576";"     427";"       0";"       0";"     143";"       6";"       0";"       0";"       4";"       0";"     571"
"360";" 43";"2002JJ00";"     158";"     141";"       0";"       0";"       7";"      10";"       .";"       .";"       .";"       .";"     158"
"361";" 43";"2003JJ00";"     119";"     118";"       1";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"     119"
"362";" 43";"2004JJ00";"     121";"     119";"       0";"       0";"       0";"       2";"       0";"       0";"       0";"       0";"     121"
"363";" 43";"2005JJ00";"     136";"     134";"       0";"       0";"       2";"       0";"       0";"       0";"       0";"       0";"     136"
"364";" 43";"2006JJ00";"     140";"     136";"       0";"       0";"       0";"       4";"       2";"       0";"       0";"       0";"     137"
"365";" 43";"2007JJ00";"     105";"     105";"       0";"       0";"       0";"       0";"       1";"       0";"       0";"       0";"     104"
"366";" 43";"2008JJ00";"     142";"     140";"       0";"       0";"       2";"       0";"       0";"       0";"       0";"       0";"     142"
"367";" 43";"2009JJ00";"     163";"     152";"       0";"       0";"       0";"      11";"       0";"       0";"       0";"       0";"     163"
"368";" 43";"2010JJ00";"     124";"     114";"       8";"       0";"       2";"       0";"       0";"       0";"       0";"       0";"     124"
"369";" 43";"2011JJ00";"     146";"     135";"       0";"       0";"       4";"       6";"       0";"       0";"       0";"       0";"     146"
"370";" 43";"2012JJ00";"     142";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"371";" 43";"2013JJ00";"     173";"     158";"       0";"       0";"      12";"       4";"       0";"       0";"       0";"       0";"     173"
"372";" 43";"2014JJ00";"     171";"     160";"       0";"       0";"       1";"       9";"       0";"       0";"       0";"       0";"     171"
"373";" 43";"2015JJ00";"     180";"     175";"       0";"       0";"       5";"       0";"       3";"       0";"       0";"       0";"     177"
"374";" 43";"2016JJ00";"     197";"     190";"       0";"       0";"       5";"       2";"       0";"       0";"       0";"       0";"     197"
"375";" 44";"2002JJ00";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"       .";"       .";"       0"
"376";" 44";"2003JJ00";"       2";"       0";"       0";"       0";"       0";"       2";"       0";"       0";"       0";"       0";"       2"
"377";" 44";"2004JJ00";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5"
"378";" 44";"2005JJ00";"       4";"       0";"       0";"       0";"       0";"       4";"       0";"       0";"       0";"       0";"       4"
"379";" 44";"2006JJ00";"       9";"       0";"       0";"       0";"       0";"       9";"       0";"       0";"       0";"       0";"       9"
"380";" 44";"2007JJ00";"      13";"       0";"       0";"       0";"       0";"      13";"       0";"       0";"       0";"       0";"      13"
"381";" 44";"2008JJ00";"       7";"       2";"       0";"       0";"       0";"       6";"       0";"       0";"       0";"       0";"       7"
"382";" 44";"2009JJ00";"       5";"       2";"       0";"       0";"       0";"       3";"       0";"       0";"       0";"       0";"       5"
"383";" 44";"2010JJ00";"      41";"      37";"       0";"       0";"       0";"       4";"       0";"       0";"       0";"       0";"      41"
"384";" 44";"2011JJ00";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"385";" 44";"2012JJ00";"       0";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"386";" 44";"2013JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"387";" 44";"2014JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"388";" 44";"2015JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"389";" 44";"2016JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"390";" 45";"2002JJ00";"      10";"      10";"       0";"       0";"       0";"       0";"       .";"       .";"       .";"       .";"      10"
"391";" 45";"2003JJ00";"      20";"      20";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      20"
"392";" 45";"2004JJ00";"       5";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       5"
"393";" 45";"2005JJ00";"      12";"       9";"       0";"       0";"       3";"       0";"       0";"       0";"       0";"       0";"      12"
"394";" 45";"2006JJ00";"      20";"      13";"       3";"       0";"       2";"       2";"       0";"       0";"       0";"       0";"      20"
"395";" 45";"2007JJ00";"      11";"      11";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      11"
"396";" 45";"2008JJ00";"      19";"       8";"       4";"       0";"       2";"       4";"       0";"       0";"       0";"       0";"      19"
"397";" 45";"2009JJ00";"      38";"      34";"       0";"       0";"       0";"       5";"       0";"       0";"       0";"       0";"      38"
"398";" 45";"2010JJ00";"       8";"       8";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       8"
"399";" 45";"2011JJ00";"      22";"      18";"       5";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"      22"
"400";" 45";"2012JJ00";"      10";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"401";" 45";"2013JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"402";" 45";"2014JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"403";" 45";"2015JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"404";" 45";"2016JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"405";" 41";"2002JJ00";"   12573";"    7094";"     352";"     838";"    3870";"     419";"    2296";"     838";"    3870";"     593";"    4975"
"406";" 41";"2003JJ00";"   12541";"    6847";"     300";"     844";"    4252";"     298";"    2399";"     838";"    4252";"     525";"    4527"
"407";" 41";"2004JJ00";"   13175";"    7042";"     351";"     732";"    4736";"     313";"    2958";"     732";"    4736";"     595";"    4154"
"408";" 41";"2005JJ00";"   13341";"    6893";"     334";"     727";"    5067";"     320";"    2893";"     724";"    5067";"     544";"    4113"
"409";" 41";"2006JJ00";"   12961";"    6809";"     278";"     699";"    4887";"     288";"    2951";"     692";"    4887";"     494";"    3937"
"410";" 41";"2007JJ00";"   13293";"    6735";"     321";"     778";"    5194";"     264";"    3078";"     776";"    5194";"     494";"    3750"
"411";" 41";"2008JJ00";"   14398";"    7095";"     423";"     808";"    5806";"     267";"    3049";"     799";"    5806";"     587";"    4157"
"412";" 41";"2009JJ00";"   13767";"    7103";"     353";"     698";"    5320";"     295";"    3206";"     698";"    5315";"     577";"    3972"
"413";" 41";"2010JJ00";"   14020";"    7150";"     352";"     618";"    5563";"     337";"    3193";"     618";"    5563";"     569";"    4077"
"414";" 41";"2011JJ00";"   14102";"    6867";"     383";"     593";"    5887";"     372";"    3446";"     592";"    5887";"     658";"    3519"
"415";" 41";"2012JJ00";"   14041";"    6989";"     284";"     497";"    5954";"     318";"    3468";"     497";"    5954";"     568";"    3555"
"416";" 41";"2013JJ00";"   13631";"    6822";"     289";"     480";"    5701";"     339";"    3311";"     476";"    5701";"     547";"    3595"
"417";" 41";"2014JJ00";"   13660";"    6546";"     279";"     461";"    6055";"     319";"    3196";"     461";"    6055";"     556";"    3391"
"418";" 41";"2015JJ00";"   13687";"    6527";"     269";"     479";"    6123";"     289";"    3507";"     479";"    6123";"     477";"    3101"
"419";" 41";"2016JJ00";"   13531";"    6799";"     192";"     444";"    5820";"     276";"    3681";"     442";"    5820";"     394";"    3194"
"420";" 46";"2002JJ00";"    1275";"     667";"      43";"       4";"     516";"      45";"      21";"       4";"     516";"      79";"     654"
"421";" 46";"2003JJ00";"    1086";"     515";"      50";"      12";"     488";"      22";"       9";"      12";"     488";"      58";"     520"
"422";" 46";"2004JJ00";"    1209";"     559";"      51";"      14";"     551";"      35";"      23";"      14";"     551";"      73";"     548"
"423";" 46";"2005JJ00";"    1219";"     525";"      61";"       6";"     605";"      22";"       6";"       6";"     605";"      58";"     543"
"424";" 46";"2006JJ00";"    1112";"     452";"      43";"       4";"     587";"      26";"      18";"       4";"     587";"      52";"     451"
"425";" 46";"2007JJ00";"    1162";"     479";"      31";"       3";"     622";"      27";"      10";"       3";"     622";"      55";"     473"
"426";" 46";"2008JJ00";"    1272";"     538";"      50";"       8";"     671";"       6";"      15";"       1";"     671";"      35";"     551"
"427";" 46";"2009JJ00";"    1113";"     452";"      61";"      10";"     565";"      24";"      12";"      10";"     564";"      66";"     461"
"428";" 46";"2010JJ00";"    1228";"     466";"      67";"      11";"     654";"      30";"      15";"      11";"     654";"      87";"     461"
"429";" 46";"2011JJ00";"    1078";"     368";"      53";"       5";"     631";"      20";"      24";"       5";"     631";"      56";"     362"
"430";" 46";"2012JJ00";"    1011";"     410";"      41";"       5";"     540";"      15";"       8";"       5";"     540";"      50";"     409"
"431";" 46";"2013JJ00";"     935";"     357";"      21";"       6";"     543";"       9";"       0";"       6";"     543";"      28";"     359"
"432";" 46";"2014JJ00";"     832";"     317";"      13";"       3";"     492";"       6";"      11";"       3";"     492";"      18";"     308"
"433";" 46";"2015JJ00";"     913";"     318";"      38";"       7";"     537";"      13";"       4";"       7";"     537";"      37";"     328"
"434";" 46";"2016JJ00";"     996";"     420";"      26";"      18";"     517";"      15";"       1";"      18";"     517";"      35";"     425"
"435";" 47";"2002JJ00";"     550";"     435";"      11";"       3";"      89";"      12";"     191";"       3";"      89";"      19";"     247"
"436";" 47";"2003JJ00";"     601";"     480";"      16";"      10";"      80";"      15";"     252";"      10";"      80";"      29";"     230"
"437";" 47";"2004JJ00";"     513";"     434";"      10";"       4";"      59";"       6";"     196";"       4";"      59";"      16";"     238"
"438";" 47";"2005JJ00";"     626";"     510";"      16";"       7";"      78";"      15";"     203";"       7";"      78";"      28";"     311"
"439";" 47";"2006JJ00";"     611";"     496";"       6";"       8";"      86";"      15";"     222";"       8";"      86";"      16";"     279"
"440";" 47";"2007JJ00";"     635";"     505";"      10";"      10";"     105";"       5";"     223";"      10";"     105";"      15";"     282"
"441";" 47";"2008JJ00";"     738";"     521";"      26";"       2";"     177";"      12";"     240";"       2";"     177";"      30";"     289"
"442";" 47";"2009JJ00";"     719";"     543";"       2";"       7";"     149";"      17";"     269";"       7";"     149";"      17";"     277"
"443";" 47";"2010JJ00";"     767";"     599";"       7";"       8";"     140";"      14";"     249";"       8";"     140";"       9";"     361"
"444";" 47";"2011JJ00";"     673";"     482";"      15";"       6";"     151";"      20";"     240";"       6";"     151";"      28";"     249"
