"ID";"Vakantiekenmerken";"Perioden";"Totaal_1";"Auto_2";"TreinAutoslaaptrein_3";"Touringcar_4";"Vliegtuig_5";"OverigeVervoermiddelen_6";"GeorganiseerdeReisPerAuto_7";"GeorganiseerdeReisPerTouringcar_8";"GeorganiseerdeReisPerVliegtuig_9";"GeorganiseerdeReisMetOverigVervoer_10";"NietGeorganiseerdeReizen_11"
"445";" 47";"2012JJ00";"     828";"     629";"      10";"       7";"     177";"       5";"     314";"       7";"     177";"      13";"     317"
"446";" 47";"2013JJ00";"     890";"     716";"       9";"       2";"     158";"       4";"     347";"       2";"     158";"       9";"     373"
"447";" 47";"2014JJ00";"     936";"     637";"      25";"      13";"     248";"      13";"     339";"      13";"     248";"      38";"     298"
"448";" 47";"2015JJ00";"     993";"     701";"      24";"      13";"     247";"       8";"     394";"      13";"     247";"      30";"     309"
"449";" 47";"2016JJ00";"    1035";"     730";"       5";"      12";"     275";"      13";"     500";"      12";"     275";"      15";"     234"
"450";" 48";"2002JJ00";"    3590";"     946";"     124";"     606";"    1799";"     114";"     490";"     606";"    1799";"     213";"     482"
"451";" 48";"2003JJ00";"    3903";"     985";"     119";"     600";"    2093";"     106";"     488";"     600";"    2093";"     209";"     514"
"452";" 48";"2004JJ00";"    4484";"    1091";"     176";"     556";"    2564";"      97";"     651";"     556";"    2564";"     251";"     462"
"453";" 48";"2005JJ00";"    4841";"    1227";"     179";"     537";"    2780";"     119";"     576";"     533";"    2780";"     273";"     679"
"454";" 48";"2006JJ00";"    4682";"    1218";"     128";"     531";"    2697";"     108";"     597";"     528";"    2697";"     227";"     632"
"455";" 48";"2007JJ00";"    4847";"    1158";"     172";"     578";"    2848";"      92";"     623";"     578";"    2848";"     236";"     562"
"456";" 48";"2008JJ00";"    5389";"    1186";"     249";"     636";"    3230";"      89";"     643";"     636";"    3230";"     305";"     575"
"457";" 48";"2009JJ00";"    4908";"    1123";"     169";"     564";"    2964";"      88";"     672";"     564";"    2964";"     242";"     467"
"458";" 48";"2010JJ00";"    5187";"    1275";"     172";"     467";"    3168";"     103";"     810";"     467";"    3168";"     248";"     493"
"459";" 48";"2011JJ00";"    5242";"    1132";"     200";"     459";"    3344";"     106";"     769";"     459";"    3344";"     293";"     377"
"460";" 48";"2012JJ00";"    5208";"    1151";"     147";"     373";"    3445";"      91";"     815";"     373";"    3445";"     233";"     341"
"461";" 48";"2013JJ00";"    4932";"    1070";"     158";"     341";"    3283";"      80";"     767";"     341";"    3283";"     223";"     317"
"462";" 48";"2014JJ00";"    5033";"    1060";"     154";"     336";"    3388";"      95";"     715";"     336";"    3388";"     235";"     359"
"463";" 48";"2015JJ00";"    5275";"    1118";"     129";"     368";"    3568";"      92";"     879";"     368";"    3568";"     201";"     258"
"464";" 48";"2016JJ00";"    5009";"    1192";"      94";"     331";"    3301";"      92";"     894";"     331";"    3301";"     167";"     316"
"465";" 49";"2002JJ00";"     428";"     264";"      31";"      30";"      66";"      37";"      45";"      30";"      66";"      53";"     234"
"466";" 49";"2003JJ00";"     393";"     240";"      24";"      34";"      81";"      14";"      61";"      34";"      81";"      34";"     184"
"467";" 49";"2004JJ00";"     445";"     278";"      21";"       8";"     115";"      22";"      47";"       8";"     115";"      44";"     231"
"468";" 49";"2005JJ00";"     342";"     186";"      15";"      20";"      99";"      22";"      40";"      20";"      99";"      26";"     156"
"469";" 49";"2006JJ00";"     326";"     195";"      11";"      20";"      71";"      29";"      59";"      20";"      71";"      34";"     143"
"470";" 49";"2007JJ00";"     335";"     183";"      22";"      14";"      99";"      17";"      74";"      14";"      99";"      30";"     118"
"471";" 49";"2008JJ00";"     344";"     180";"      10";"       9";"     131";"      14";"      43";"       9";"     131";"      20";"     141"
"472";" 49";"2009JJ00";"     421";"     249";"      15";"       0";"     117";"      39";"      71";"       0";"     113";"      48";"     188"
"473";" 49";"2010JJ00";"     422";"     237";"      19";"      14";"     138";"      14";"      72";"      14";"     138";"      23";"     174"
"474";" 49";"2011JJ00";"     395";"     228";"      14";"      19";"     111";"      23";"      75";"      17";"     111";"      25";"     166"
"475";" 49";"2012JJ00";"     461";"     256";"      21";"      20";"     147";"      17";"      60";"      20";"     147";"      36";"     197"
"476";" 49";"2013JJ00";"     363";"     211";"      11";"       0";"     129";"      12";"      60";"       0";"     129";"      19";"     156"
"477";" 49";"2014JJ00";"     428";"     190";"      14";"      19";"     176";"      28";"      56";"      19";"     176";"      40";"     137"
"478";" 49";"2015JJ00";"     435";"     206";"       6";"       7";"     190";"      26";"      98";"       7";"     190";"      23";"     116"
"479";" 49";"2016JJ00";"     435";"     182";"      25";"       6";"     201";"      21";"      91";"       5";"     201";"      36";"     103"
"480";" 50";"2002JJ00";"    1935";"     707";"      46";"     100";"    1064";"      19";"     370";"     100";"    1064";"      63";"     338"
"481";" 50";"2003JJ00";"    2091";"     823";"      45";"      79";"    1121";"      23";"     456";"      79";"    1121";"      67";"     368"
"482";" 50";"2004JJ00";"    1986";"     843";"      38";"      69";"    1019";"      16";"     441";"      69";"    1019";"      51";"     405"
"483";" 50";"2005JJ00";"    1886";"     736";"      20";"      61";"    1055";"      14";"     392";"      61";"    1055";"      33";"     346"
"484";" 50";"2006JJ00";"    1893";"     807";"      37";"      60";"     979";"      10";"     415";"      60";"     979";"      47";"     392"
"485";" 50";"2007JJ00";"    1810";"     686";"      36";"      60";"    1023";"       5";"     370";"      60";"    1023";"      37";"     320"
"486";" 50";"2008JJ00";"    1940";"     767";"      34";"      68";"    1061";"      10";"     377";"      68";"    1061";"      38";"     396"
"487";" 50";"2009JJ00";"    2012";"     889";"      54";"      61";"    1000";"       8";"     419";"      61";"    1000";"      52";"     479"
"488";" 50";"2010JJ00";"    1886";"     784";"      35";"      65";"     998";"       4";"     366";"      65";"     998";"      35";"     423"
"489";" 50";"2011JJ00";"    1927";"     825";"      32";"      48";"    1017";"       5";"     408";"      48";"    1017";"      36";"     417"
"490";" 50";"2012JJ00";"    1988";"     829";"      33";"      49";"    1064";"      11";"     420";"      49";"    1064";"      45";"     409"
"491";" 50";"2013JJ00";"    1797";"     781";"      35";"      49";"     919";"      13";"     392";"      49";"     919";"      45";"     392"
"492";" 50";"2014JJ00";"    1943";"     758";"      38";"      45";"    1075";"      27";"     406";"      45";"    1075";"      65";"     352"
"493";" 50";"2015JJ00";"    1785";"     709";"      29";"      54";"     982";"      10";"     390";"      54";"     982";"      37";"     322"
"494";" 50";"2016JJ00";"    1548";"     682";"      19";"      22";"     809";"      15";"     392";"      22";"     809";"      32";"     292"
"495";" 51";"2002JJ00";"    1733";"    1462";"      44";"       2";"     181";"      45";"     801";"       2";"     181";"      57";"     692"
"496";" 51";"2003JJ00";"    1610";"    1369";"       9";"      18";"     196";"      19";"     858";"      18";"     196";"      22";"     518"
"497";" 51";"2004JJ00";"    1641";"    1396";"      23";"       4";"     164";"      54";"     886";"       4";"     164";"      74";"     513"
"498";" 51";"2005JJ00";"    1613";"    1321";"      15";"      15";"     226";"      36";"     885";"      15";"     226";"      35";"     452"
"499";" 51";"2006JJ00";"    1568";"    1309";"      15";"      13";"     217";"      15";"     820";"      13";"     217";"      26";"     493"
"500";" 51";"2007JJ00";"    1640";"    1377";"       9";"      19";"     212";"      24";"     904";"      17";"     212";"      30";"     478"
"501";" 51";"2008JJ00";"    1743";"    1483";"      13";"       6";"     233";"      10";"    1018";"       6";"     233";"      22";"     465"
"502";" 51";"2009JJ00";"    1691";"    1430";"       6";"      14";"     210";"      32";"    1003";"      14";"     210";"      35";"     430"
"503";" 51";"2010JJ00";"    1573";"    1359";"       6";"       3";"     184";"      20";"     893";"       3";"     184";"      21";"     472"
"504";" 51";"2011JJ00";"    1911";"    1477";"      25";"      15";"     368";"      27";"    1112";"      15";"     368";"      42";"     375"
"505";" 51";"2012JJ00";"    1841";"    1474";"      15";"      12";"     321";"      19";"    1129";"      12";"     321";"      31";"     348"
"506";" 51";"2013JJ00";"    1722";"    1303";"      18";"      15";"     355";"      31";"    1010";"      15";"     355";"      49";"     292"
"507";" 51";"2014JJ00";"    1687";"    1292";"       4";"       7";"     367";"      15";"     951";"       7";"     367";"      18";"     343"
"508";" 51";"2015JJ00";"    1622";"    1230";"       9";"       0";"     361";"      22";"     927";"       0";"     361";"      31";"     303"
"509";" 51";"2016JJ00";"    1839";"    1376";"       5";"       9";"     420";"      30";"    1059";"       9";"     420";"      27";"     325"
"510";" 52";"2002JJ00";"    1267";"    1101";"      23";"      56";"      38";"      49";"     155";"      56";"      38";"      27";"     991"
"511";" 52";"2003JJ00";"    1041";"     921";"      16";"      34";"      50";"      20";"      79";"      34";"      50";"      23";"     856"
"512";" 52";"2004JJ00";"    1041";"     873";"      17";"      36";"      81";"      33";"     221";"      36";"      81";"      27";"     676"
"513";" 52";"2005JJ00";"     888";"     754";"      13";"      46";"      52";"      23";"     246";"      46";"      52";"      17";"     526"
"514";" 52";"2006JJ00";"     870";"     759";"      17";"      16";"      61";"      16";"     231";"      16";"      61";"      25";"     537"
"515";" 52";"2007JJ00";"     933";"     788";"      16";"      39";"      59";"      30";"     261";"      39";"      59";"      21";"     553"
"516";" 52";"2008JJ00";"     853";"     740";"      19";"      24";"      48";"      22";"     233";"      22";"      48";"      22";"     527"
"517";" 52";"2009JJ00";"     820";"     695";"      27";"      17";"      63";"      18";"     188";"      17";"      63";"      34";"     518"
"518";" 52";"2010JJ00";"     873";"     749";"      17";"      17";"      56";"      35";"     221";"      17";"      56";"      27";"     553"
"519";" 52";"2011JJ00";"     819";"     656";"      31";"      20";"      73";"      38";"     217";"      20";"      73";"      46";"     463"
"520";" 52";"2012JJ00";"     706";"     625";"       2";"      13";"      45";"      21";"     211";"      13";"      45";"      18";"     419"
"521";" 52";"2013JJ00";"     787";"     618";"      20";"      24";"      72";"      54";"     188";"      20";"      72";"      40";"     467"
"522";" 52";"2014JJ00";"     784";"     669";"      18";"      11";"      66";"      20";"     211";"      11";"      66";"      28";"     469"
"523";" 52";"2015JJ00";"     719";"     619";"      15";"      10";"      54";"      21";"     222";"      10";"      54";"      18";"     415"
"524";" 52";"2016JJ00";"     744";"     631";"       6";"      16";"      66";"      26";"     238";"      16";"      66";"       8";"     417"
"525";" 53";"2002JJ00";"    1396";"    1314";"       7";"       2";"      30";"      44";"     194";"       2";"      30";"      14";"    1156"
"526";" 53";"2003JJ00";"    1235";"    1188";"       7";"       2";"      17";"      21";"     100";"       2";"      17";"      24";"    1092"
"527";" 53";"2004JJ00";"    1291";"    1261";"       5";"       0";"      19";"       6";"     425";"       0";"      19";"       8";"     839"
"528";" 53";"2005JJ00";"    1394";"    1366";"       2";"       3";"      11";"      12";"     476";"       3";"      11";"      12";"     892"
"529";" 53";"2006JJ00";"    1365";"    1337";"       0";"       2";"      18";"       9";"     532";"       2";"      18";"       9";"     805"
"530";" 53";"2007JJ00";"    1356";"    1318";"       0";"       2";"      21";"      14";"     539";"       2";"      21";"      14";"     780"
"531";" 53";"2008JJ00";"    1459";"    1407";"       5";"       0";"      35";"      12";"     421";"       0";"      35";"      14";"     990"
"532";" 53";"2009JJ00";"    1515";"    1454";"       4";"       0";"      41";"      16";"     483";"       0";"      41";"      20";"     972"
"533";" 53";"2010JJ00";"    1495";"    1444";"      12";"       0";"      28";"      10";"     492";"       0";"      28";"      20";"     955"
"534";" 53";"2011JJ00";"    1478";"    1431";"       3";"       0";"      21";"      23";"     526";"       0";"      21";"      23";"     908"
"535";" 53";"2012JJ00";"    1302";"    1275";"       1";"       0";"      18";"       8";"     408";"       0";"      18";"       9";"     867"
"536";" 53";"2013JJ00";"    1465";"    1413";"       3";"       4";"      41";"       4";"     469";"       4";"      41";"       0";"     951"
"537";" 53";"2014JJ00";"    1366";"    1302";"       4";"       0";"      42";"      18";"     433";"       0";"      42";"      11";"     880"
"538";" 53";"2015JJ00";"    1317";"    1285";"       2";"       0";"      29";"       1";"     520";"       0";"      29";"       3";"     765"
"539";" 53";"2016JJ00";"    1319";"    1268";"       0";"       0";"      43";"       8";"     457";"       0";"      43";"       8";"     812"
"540";" 54";"2002JJ00";"     121";"     109";"       0";"       0";"       8";"       5";"       8";"       0";"       8";"       3";"     103"
"541";" 54";"2003JJ00";"     214";"     183";"       0";"       0";"      29";"       2";"      22";"       0";"      29";"       2";"     161"
"542";" 54";"2004JJ00";"     220";"     198";"       0";"       0";"      21";"       0";"      20";"       0";"      21";"       0";"     178"
"543";" 54";"2005JJ00";"     203";"     183";"       0";"       0";"      17";"       3";"      26";"       0";"      17";"       3";"     157"
"544";" 54";"2006JJ00";"     177";"     150";"       0";"       0";"      27";"       0";"      16";"       0";"      27";"       0";"     134"
"545";" 54";"2007JJ00";"     186";"     151";"       0";"       0";"      35";"       0";"      29";"       0";"      35";"       0";"     121"
"546";" 54";"2008JJ00";"     252";"     193";"       0";"       0";"      58";"       2";"      24";"       0";"      58";"       2";"     169"
"547";" 54";"2009JJ00";"     235";"     192";"       0";"       0";"      43";"       0";"      54";"       0";"      43";"       0";"     138"
"548";" 54";"2010JJ00";"     212";"     171";"       0";"       0";"      40";"       2";"      33";"       0";"      40";"       0";"     139"
"549";" 54";"2011JJ00";"     266";"     228";"       0";"       0";"      37";"       0";"      60";"       0";"      37";"       0";"     168"
"550";" 54";"2012JJ00";"     325";"     283";"       0";"       0";"      41";"       0";"      59";"       0";"      41";"       0";"     224"
"551";" 54";"2013JJ00";"     311";"     292";"       0";"       0";"      19";"       0";"      44";"       0";"      19";"       0";"     247"
"552";" 54";"2014JJ00";"     326";"     273";"       0";"       0";"      54";"       0";"      57";"       0";"      54";"       0";"     216"
"553";" 54";"2015JJ00";"     301";"     280";"       0";"       0";"      22";"       0";"      35";"       0";"      22";"       0";"     244"
"554";" 54";"2016JJ00";"     332";"     285";"       0";"       0";"      47";"       0";"       0";"       0";"      47";"       0";"     250"
"555";" 55";"2002JJ00";"     100";"       5";"       7";"      12";"      36";"      41";"       2";"      12";"      36";"      43";"       7"
"556";" 55";"2003JJ00";"     130";"      46";"       2";"       4";"      35";"      42";"      36";"       4";"      35";"      37";"      17"
"557";" 55";"2004JJ00";"     126";"       6";"       1";"       8";"      75";"      34";"       2";"       8";"      75";"      36";"       4"
"558";" 55";"2005JJ00";"     117";"       2";"       1";"       8";"      71";"      36";"       1";"       8";"      71";"      33";"       4"
"559";" 55";"2006JJ00";"     110";"       0";"       2";"       9";"      65";"      35";"       0";"       9";"      65";"      30";"       8"
"560";" 55";"2007JJ00";"      87";"       8";"       0";"       5";"      46";"      28";"       4";"       5";"      46";"      28";"       4"
"561";" 55";"2008JJ00";"     158";"       7";"       0";"      11";"      67";"      73";"       3";"      11";"      67";"      73";"       4"
"562";" 55";"2009JJ00";"     149";"       8";"       2";"       0";"      93";"      45";"       5";"       0";"      93";"      44";"       7"
"563";" 55";"2010JJ00";"     160";"      10";"       1";"       7";"      68";"      74";"       8";"       7";"      68";"      72";"       5"
"564";" 55";"2011JJ00";"     178";"       7";"       0";"       3";"      69";"      99";"       2";"       3";"      69";"      94";"      10"
"565";" 55";"2012JJ00";"     227";"       1";"       0";"       8";"     114";"     104";"       0";"       8";"     114";"     102";"       4"
"566";" 55";"2013JJ00";"     260";"      23";"       2";"      11";"     107";"     116";"      21";"      11";"     107";"     112";"       9"
"567";" 55";"2014JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"568";" 55";"2015JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"569";" 55";"2016JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"570";" 56";"2002JJ00";"      91";"      41";"      16";"      22";"       8";"       4";"      12";"      22";"       8";"      19";"      29"
"571";" 56";"2003JJ00";"     114";"      38";"       7";"      41";"      26";"       2";"      21";"      34";"      26";"       6";"      26"
"572";" 56";"2004JJ00";"     114";"      42";"       8";"      29";"      29";"       6";"      15";"      29";"      29";"      13";"      29"
"573";" 56";"2005JJ00";"     103";"      19";"       9";"      17";"      44";"      14";"       8";"      17";"      44";"      18";"      16"
"574";" 56";"2006JJ00";"     135";"      32";"      12";"      36";"      46";"      10";"      14";"      32";"      46";"      14";"      30"
"575";" 56";"2007JJ00";"     152";"      35";"      22";"      46";"      43";"       6";"      23";"      46";"      43";"      23";"      17"
"576";" 56";"2008JJ00";"     127";"      23";"      11";"      38";"      56";"       0";"      15";"      38";"      56";"       8";"      10"
"577";" 56";"2009JJ00";"     132";"      27";"      11";"      24";"      63";"       7";"      13";"      24";"      63";"      18";"      14"
"578";" 56";"2010JJ00";"     149";"      27";"      16";"      20";"      66";"      20";"      19";"      20";"      66";"      16";"      28"
"579";" 56";"2011JJ00";"      91";"       8";"       9";"      18";"      43";"      12";"       2";"      18";"      43";"      16";"      11"
"580";" 56";"2012JJ00";"      80";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"581";" 56";"2013JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"582";" 56";"2014JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"583";" 56";"2015JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"584";" 56";"2016JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"585";" 57";"2002JJ00";"      88";"      46";"       1";"       1";"      34";"       6";"       8";"       1";"      34";"       3";"      42"
"586";" 57";"2003JJ00";"     123";"      58";"       4";"      11";"      37";"      12";"      16";"      11";"      37";"      17";"      42"
"587";" 57";"2004JJ00";"     105";"      61";"       0";"       2";"      38";"       3";"      31";"       2";"      38";"       3";"      30"
"588";" 57";"2005JJ00";"     109";"      65";"       5";"       7";"      29";"       4";"      34";"       7";"      29";"       8";"      31"
"589";" 57";"2006JJ00";"     111";"      54";"       5";"       1";"      35";"      16";"      27";"       1";"      35";"      14";"      34"
"590";" 57";"2007JJ00";"     149";"      47";"       3";"       3";"      81";"      15";"      19";"       3";"      81";"       5";"      41"
"591";" 57";"2008JJ00";"     124";"      51";"       8";"       8";"      40";"      18";"      18";"       8";"      40";"      18";"      40"
"592";" 57";"2009JJ00";"      51";"      39";"       0";"       0";"      12";"       0";"      17";"       0";"      12";"       0";"      23"
"593";" 57";"2010JJ00";"      68";"      29";"       0";"       5";"      23";"      11";"      16";"       5";"      23";"      11";"      13"
"594";" 57";"2011JJ00";"      44";"      24";"       0";"       0";"      20";"       0";"      10";"       0";"      20";"       0";"      14"
"595";" 57";"2012JJ00";"      66";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"596";" 57";"2013JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"597";" 57";"2014JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"598";" 57";"2015JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"599";" 57";"2016JJ00";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       .";"       ."
"600";" 87";"2002JJ00";"    1293";"     552";"      30";"      48";"     614";"      49";"     186";"      48";"     607";"      73";"     379"
"601";" 87";"2003JJ00";"    1284";"     449";"      26";"      60";"     724";"      25";"     179";"      60";"     720";"      47";"     278"
"602";" 87";"2004JJ00";"    1409";"     557";"      41";"      74";"     722";"      14";"     234";"      74";"     715";"      52";"     333"
"603";" 87";"2005JJ00";"    1363";"     477";"      28";"      75";"     753";"      29";"     170";"      75";"     751";"      51";"     316"
"604";" 87";"2006JJ00";"    1369";"     444";"      30";"      80";"     773";"      42";"     171";"      77";"     767";"      58";"     295"
"605";" 87";"2007JJ00";"    1505";"     485";"      35";"     104";"     834";"      47";"     209";"     104";"     827";"      62";"     304"
"606";" 87";"2008JJ00";"    1611";"     581";"      62";"      75";"     853";"      38";"     281";"      67";"     838";"      77";"     346"
"607";" 87";"2009JJ00";"    1639";"     628";"      44";"      74";"     865";"      29";"     294";"      74";"     855";"      63";"     354"
"608";" 87";"2010JJ00";"    1578";"     574";"      57";"      52";"     876";"      20";"     261";"      52";"     857";"      69";"     339"
"609";" 87";"2011JJ00";"    1573";"     503";"      63";"      45";"     914";"      48";"     232";"      45";"     895";"      91";"     311"
"610";" 87";"2012JJ00";"    1545";"     570";"      24";"      40";"     888";"      24";"     260";"      40";"     866";"      48";"     332"
"611";" 87";"2013JJ00";"    1351";"     485";"      37";"      36";"     767";"      25";"     231";"      36";"     754";"      55";"     275"
"612";" 87";"2014JJ00";"    1498";"     441";"      18";"      31";"     974";"      34";"     200";"      31";"     944";"      47";"     275"
"613";" 87";"2015JJ00";"    1393";"     453";"      35";"      32";"     855";"      18";"     203";"      32";"     843";"      51";"     264"
"614";" 87";"2016JJ00";"    1422";"     524";"      23";"      49";"     796";"      31";"     237";"      49";"     770";"      45";"     321"
"615";" 81";"2002JJ00";"     864";"     451";"      31";"      65";"     282";"      34";"     183";"      65";"     282";"      59";"     274"
"616";" 81";"2003JJ00";"    1051";"     534";"      38";"      67";"     371";"      41";"     242";"      67";"     364";"      66";"     312"
"617";" 81";"2004JJ00";"     968";"     488";"      46";"      57";"     364";"      12";"     188";"      57";"     362";"      54";"     307"
"618";" 81";"2005JJ00";"    1074";"     536";"      74";"      59";"     387";"      18";"     237";"      59";"     378";"      76";"     322"
"619";" 81";"2006JJ00";"    1058";"     573";"      33";"      55";"     377";"      21";"     249";"      55";"     375";"      44";"     336"
"620";" 81";"2007JJ00";"    1069";"     523";"      51";"      52";"     420";"      23";"     213";"      52";"     413";"      65";"     326"
"621";" 81";"2008JJ00";"    1180";"     550";"      83";"      81";"     462";"       3";"     205";"      81";"     448";"      75";"     370"
"622";" 81";"2009JJ00";"    1140";"     580";"      52";"      78";"     410";"      19";"     230";"      78";"     397";"      66";"     369"
"623";" 81";"2010JJ00";"    1107";"     488";"      51";"      43";"     507";"      19";"     216";"      43";"     481";"      68";"     298"
"624";" 81";"2011JJ00";"    1051";"     520";"      51";"      54";"     416";"      10";"     265";"      53";"     411";"      59";"     263"
"625";" 81";"2012JJ00";"    1065";"     590";"      31";"      38";"     387";"      20";"     283";"      38";"     372";"      48";"     324"
"626";" 81";"2013JJ00";"    1085";"     519";"      39";"      61";"     446";"      20";"     235";"      61";"     434";"      57";"     297"
"627";" 81";"2014JJ00";"    1101";"     500";"      36";"      40";"     499";"      26";"     216";"      40";"     484";"      60";"     301"
"628";" 81";"2015JJ00";"    1038";"     454";"      22";"      46";"     495";"      21";"     206";"      46";"     482";"      41";"     264"
"629";" 81";"2016JJ00";"    1038";"     441";"      22";"      42";"     519";"      14";"     195";"      42";"     500";"      32";"     269"
"630";" 82";"2002JJ00";"    1576";"     875";"      84";"     130";"     440";"      47";"     373";"     130";"     434";"     120";"     519"
"631";" 82";"2003JJ00";"    1407";"     814";"      45";"     132";"     395";"      20";"     347";"     132";"     393";"      58";"     476"
"632";" 82";"2004JJ00";"    1574";"     881";"      59";"     105";"     504";"      23";"     379";"     105";"     498";"      78";"     515"
"633";" 82";"2005JJ00";"    1614";"     877";"      57";"     106";"     541";"      32";"     358";"     106";"     538";"      79";"     533"
"634";" 82";"2006JJ00";"    1374";"     761";"      52";"      88";"     446";"      27";"     347";"      88";"     444";"      72";"     423"
"635";" 82";"2007JJ00";"    1482";"     774";"      63";"     124";"     511";"      10";"     395";"     121";"     505";"      68";"     392"
"636";" 82";"2008JJ00";"    1423";"     732";"      52";"     103";"     520";"      17";"     280";"     103";"     514";"      56";"     470"
"637";" 82";"2009JJ00";"    1498";"     814";"      42";"      99";"     527";"      16";"     361";"      99";"     515";"      53";"     470"
"638";" 82";"2010JJ00";"    1467";"     793";"      31";"      75";"     536";"      32";"     317";"      75";"     522";"      47";"     506"
"639";" 82";"2011JJ00";"    1471";"     716";"      44";"      70";"     627";"      13";"     329";"      70";"     623";"      57";"     392"
"640";" 82";"2012JJ00";"    1557";"     786";"      38";"      90";"     617";"      27";"     335";"      90";"     608";"      65";"     460"
"641";" 82";"2013JJ00";"    1468";"     771";"      20";"      80";"     580";"      17";"     329";"      80";"     575";"      37";"     446"
"642";" 82";"2014JJ00";"    1332";"     652";"      38";"      52";"     584";"       7";"     292";"      52";"     565";"      43";"     380"
"643";" 82";"2015JJ00";"    1406";"     737";"      14";"      70";"     563";"      22";"     380";"      70";"     558";"      32";"     366"
"644";" 82";"2016JJ00";"    1495";"     796";"      12";"      57";"     600";"      30";"     407";"      57";"     575";"      37";"     418"
"645";" 83";"2002JJ00";"     889";"     428";"      12";"      46";"     366";"      37";"     128";"      46";"     361";"      26";"     328"
"646";" 83";"2003JJ00";"     752";"     356";"      17";"      51";"     308";"      20";"     117";"      51";"     308";"      33";"     243"
"647";" 83";"2004JJ00";"     805";"     291";"      36";"      53";"     393";"      32";"     115";"      53";"     393";"      65";"     179"
"648";" 83";"2005JJ00";"     944";"     363";"      30";"      94";"     442";"      13";"     108";"      94";"     438";"      24";"     279"
"649";" 83";"2006JJ00";"     829";"     301";"      35";"      48";"     425";"      21";"      97";"      48";"     420";"      43";"     223"
"650";" 83";"2007JJ00";"     839";"     346";"      24";"      55";"     401";"      13";"     120";"      55";"     400";"      33";"     231"
"651";" 83";"2008JJ00";"     941";"     332";"      26";"      58";"     506";"      17";"     131";"      56";"     495";"      39";"     217"
"652";" 83";"2009JJ00";"    1366";"     653";"      39";"      61";"     587";"      26";"     268";"      61";"     568";"      62";"     408"
"653";" 83";"2010JJ00";"    1120";"     504";"      21";"      67";"     494";"      33";"     166";"      67";"     475";"      40";"     371"
"654";" 83";"2011JJ00";"    1019";"     420";"      36";"      51";"     497";"      16";"     152";"      51";"     485";"      50";"     282"
"655";" 83";"2012JJ00";"     994";"     363";"      26";"      44";"     547";"      14";"     143";"      44";"     544";"      30";"     233"
"656";" 83";"2013JJ00";"     869";"     315";"      17";"      30";"     485";"      21";"     120";"      30";"     462";"      31";"     227"
"657";" 83";"2014JJ00";"     882";"     287";"      34";"      28";"     514";"      20";"     131";"      28";"     501";"      48";"     175"
"658";" 83";"2015JJ00";"     818";"     280";"      21";"      47";"     454";"      16";"     134";"      47";"     437";"      31";"     169"
"659";" 83";"2016JJ00";"    1272";"     543";"      24";"      27";"     661";"      17";"     252";"      27";"     634";"      39";"     320"
"660";" 84";"2002JJ00";"    3201";"    1612";"      69";"     266";"    1136";"     119";"     472";"     266";"    1130";"     131";"    1202"
"661";" 84";"2003JJ00";"    2973";"    1543";"      45";"     214";"    1102";"      68";"     535";"     208";"    1095";"     103";"    1033"
"662";" 84";"2004JJ00";"    3221";"    1636";"      53";"     205";"    1223";"     103";"     547";"     205";"    1218";"     132";"    1120"
"663";" 84";"2005JJ00";"    3227";"    1566";"      60";"     136";"    1346";"     119";"     623";"     136";"    1336";"     143";"     989"
"664";" 84";"2006JJ00";"    3084";"    1511";"      51";"     188";"    1253";"      82";"     574";"     184";"    1239";"     117";"     970"
"665";" 84";"2007JJ00";"    3033";"    1491";"      39";"     178";"    1246";"      79";"     588";"     178";"    1228";"      96";"     944"
"666";" 84";"2008JJ00";"    3556";"    1665";"      91";"     217";"    1477";"     103";"     664";"     217";"    1456";"     162";"    1054"
"667";" 84";"2009JJ00";"    2785";"    1384";"      64";"     154";"    1102";"      82";"     518";"     154";"    1087";"     120";"     905"
"668";" 84";"2010JJ00";"    3245";"    1610";"      67";"     153";"    1306";"     109";"     673";"     153";"    1283";"     135";"    1001"
"669";" 84";"2011JJ00";"    3404";"    1695";"      69";"     142";"    1393";"     104";"     803";"     142";"    1387";"     131";"     941"
